นิวยอร์ก	new-yɔ̂ɔk
ทรหึง	thɔɔ-ra-hʉ̌ng
โทรจิต	thoo-ra-cìt
ทรชน	thɔɔ-ra-chon
ทรชาติ	thɔɔ-ra-châat
ท่อระบายน้ำ	thɔ̂ɔ-rá-baay-náam
ท่อระบายอากาศ	thɔ̂ɔ-rá-baay-aa-kàat
ท่อพลาสติก	thɔ̂ɔ-phláat-sa-tìk
ทอผ้า	thɔɔ-phâa
โถบ	thòop
ถอนยวง	thɔ̌ɔn-yuang
ถอนตัว	thɔ̌ɔn-tua
ถอนทุน	thɔ̌ɔn-thun
โทนโท่	thoon-thôo
ถอนทหาร	thɔ̌ɔn-tha-hǎan
ทอนซิล	thɔɔn-sin
ถอนสมอ	thɔ̌ɔn-sa-mɔ̌ɔ
ถอนสายบัว	thɔ̌ɔn-sǎay-bua
ถอนรากถอนโคน	thɔ̌ɔn-râak-thɔ̌ɔn-khoon
ถอนราก	thɔ̌ɔn-râak
ถอนพิษ	thɔ̌ɔn-phít
ถอนหงอก	thɔ̌ɔn-ngɔ̀ɔk
ทอนเงิน	thɔɔn-ngən
ถอนเงิน	thɔ̌ɔn-ngən
ถอนหมั้น	thɔ̌ɔn-mân
ถอนขน	thɔ̌ɔn-khǒn
ถอนคำสั่ง	thɔ̌ɔn-kham-sàng
ถอนคำพูด	thɔ̌ɔn-kham-phûut
ถอนกำลัง	thɔ̌ɔn-kam-lang
ถอนหายใจ	thɔ̌ɔn-hǎay-cay
ทองหยอด	thɔɔng-yɔ̀ɔt
ทองหยอง	thɔɔng-yɔ̌ng
ทองหยิบ	thɔɔng-yìp
ทองวิทยาศาสตร์	thɔɔng-wít-tha-yaa-sàat
ท้องว่าง	thɔ́ɔng-wâang
ท้องตรา	thɔ́ɔng-traa
ทองต้นแขน	thɔɔng-tôn-khɛ̌ɛn
ท้องทุ่ง	thɔ́ɔng-thûng
ทองทึบ	thɔɔng-thʉ́p
ทองทศ	thɔɔng-thót
โทงๆ	thoong-thoong
ท้องถิ่น	thɔ́ɔng-thìn
ท้องที่	thɔ́ɔng-thîi
โทงเทง	thoong-theeng
ท้องถนน	thɔ́ɔng-tha-nǒn
ทองธรรมชาติ	thɔɔng-tham-ma-châat
ท้องทะเล	thɔ́ɔng-thá-lee
ท้องตลาด	thɔ́ɔng-ta-làat
ทองตากู	thɔɔng-taa-kuu
ท้องอืด	thɔ́ɔng-ʉ̀ʉt
ท้องเสีย	thɔ́ɔng-sǐa
ท้องสนามหลวง	thɔ́ɔng-sa-nǎam-lǔang
ทองสัมฤทธิ์	thɔɔng-sǎm-rít
ท้องสำนวน	thɔ́ɔng-sǎm-nuan
ทองสักโก	thɔɔng-sàk-koo
ทองทราย	thɔɔng-saay
ท้องสาว	thɔ́ɔng-sǎaw
ท้องร่วง	thɔ́ɔng-rûang
ท้องร้อง	thɔ́ɔng-rɔ́ɔng
ท้องร่อง	thɔ́ɔng-rɔ̂ng
ท้องเรื่อง	thɔ́ɔng-rʉ̂ang
ทองเปลว	thɔɔng-pleew
ทองปลายแขน	thɔɔng-plaay-khɛ̌ɛn
ท้องผูก	thɔ́ɔng-phùuk
ท้องผุท้องพัง	thɔ́ɔng-phù-thɔ́ɔng-phang
ท้องพระโรง	thɔ́ɔng-phrá-roong
ท้องพระคลัง	thɔ́ɔng-phrá-khlang
ท้องพอง	thɔ́ɔng-phɔɔng
ทองพลุ	thɔɔng-phlú
ทองพิศ	thɔɔng-phít
ทองพัดดึงส์	thɔɔng-phát-dʉng
ทองนพคุณ	thɔɔng-nóp-pha-khun
ท้องน้อย	thɔ́ɔng-nɔ́ɔy
ท้องน่อง	thɔ́ɔng-nɔ̂ng
ท้องน้ำ	thɔ́ɔng-náam
ท้องนา	thɔ́ɔng-naa
ท้องหมู	thɔ́ɔng-mǔu
ทองม้วน	thɔɔng-mûan
ทองหมั้น	thɔɔng-mân
ท้องมาน	thɔ́ɔng-maan
ท้องหมา	thɔ́ɔng-mǎa
ทองแล่ง	thɔɔng-lɛ̂ng
ท้องเลว	thɔ́ɔng-leew
ทองเหลือง	thɔɔng-lʉ̌ang
ทองกร	thɔɔng-kɔɔn
ท้องแขวน	thɔ́ɔng-khwɛ̌ɛn
ท้องคุ้ง	thɔ́ɔng-khúng
ท้องขึ้นท้องพอง	thɔ́ɔng-khʉ̂n-thɔ́ɔng-phɔɔng
ท้องขึ้น	thɔ́ɔng-khʉ̂n
ท้องคลอง	thɔ́ɔng-khlɔɔng
ท้องแขน	thɔ́ɔng-khɛ̌ɛn
ทองเค	thɔɔng-khee
ท้องคัดท้องแข็ง	thɔ́ɔng-khát-thɔ́ɔng-khɛ̌ng
ทองคำรูปพรรณ	thɔɔng-kham-rûup-pa-phan
ทองคำเปลว	thɔɔng-kham-pleew
ทองคำขาว	thɔɔng-kham-khǎaw
ทองคำบริสุทธิ์	thɔɔng-kham-bɔɔ-rí-sùt
ทองคำ	thɔɔng-kham
ทองขาว	thɔɔng-khǎaw
ท้องแก่	thɔ́ɔng-kɛ̀ɛ
ท้องกาง	thɔ́ɔng-kaang
ท้องแห้ง	thɔ́ɔng-hɛ̂ng
ท้องเฟ้อ	thɔ́ɔng-fə́ə
ท้องฟ้า	thɔ́ɔng-fáa
ทองเอก	thɔɔng-èek
ทองดอกบวบ	thɔɔng-dɔ̀ɔk-bùap
ทองแดง	thɔɔng-dɛɛng
ท้องเดิน	thɔ́ɔng-dəən
ทองดำ	thɔɔng-dam
ทองชุบ	thɔɔng-chúp
ทองชมพูนุท	thɔɔng-chom-phuu-nút
ท้องฉนวน	thɔ́ɔng-cha-nǔan
ทองบรอนซ์	thɔɔng-brɔn
ท้องแบน	thɔ́ɔng-bɛɛn
ทองใบ	thɔɔng-bay
ท้องอัสดงคต	thɔ́ɔng-àt-sa-dong-khót
ทองอังกฤษ	thɔɔng-ang-krìt
ท้อง	thɔ́ɔng
ถอง	thɔ̌ɔng
ทอง	thɔɔng
ถอนฟ้อง	thɔ̌ɔn-fɔ́ɔng
ถอนฟัน	thɔ̌ɔn-fan
ถอนใจใหญ่	thɔ̌ɔn-cay-yày
ถอนใจ	thɔ̌ɔn-cay
ถอนอำนาจ	thɔ̌ɔn-am-nâat
ท่อน้ำ	thɔ̂ɔ-náam
ถอน	thɔ̌ɔn
ทอน	thɔɔn
โทมนัส	thoom-ma-nát
ท่อลม	thɔ̂ɔ-lom
โทกเทก	thôok-thêek
ท่อแก๊ส	thɔ̂ɔ-kɛ́ɛt
ทอล์คโชว์	thɔ́ɔk-choo
ถือโอกาส	thʉ̌ʉ-oo-kàat
ทอหูก	thɔɔ-hùuk
ท่อหายใจ	thɔ̂ɔ-hǎay-cay
โทเฟิล	thoo-fə̂l
โธ่เอ๊ย	thôo-ə́əy
ท้อใจ	thɔ́ɔ-cay
ท่อไอเสีย	thɔ̂ɔ-ay-sǐa
ท้อ	thɔ́ɔ
ถ่อ	thɔ̀ɔ
ท่อ	thɔ̂ɔ
ทอ	thɔɔ
โธ่	thôo
โท่	thôo
โทร	thoo
ทนทุกข์ทรมาน	thon-thúk-thɔɔ-ra-maan
ทนทุกข์	thon-thúk
ทนโท่	thon-thôo
ทนทายาด	thon-thaa-yâat
ทนทาน	thon-thaan
ท่อนซุง	thɔ̂n-sung
ท่อนไม้	thɔ̂n-máay
ธงไตรรงค์	thong-tray-rong
ท่องเที่ยว	thɔ̂ng-thîaw
ถ่องแถว	thɔ̀ng-thɛ̌ɛw
โถงเถง	thǒong-thěeng
ถ่องแท้	thɔ̀ng-thɛ́ɛ
ท่องสื่อ	thɔ̂ng-sʉ̀ʉ
ธงราชนาวี	thong-râat-cha-naa-wii
ธงราชินีใหญ่	thong-raa-chí-nii-yày
ธงราชินีน้อย	thong-raa-chí-nii-nɔ́ɔy
ธงพระครุฑพ่าห์	thong-phrá-khrút-phâa
ธงพิทักษ์สันติราษฎร์	thong-phí-thák-sǎn-tì-râat
ท่องหนังสือ	thɔ̂ng-nang-sʉ̌ʉ
ธงมหาราชใหญ่	thong-ma-hǎa-râat-yày
ธงมหาราชน้อย	thong-ma-hǎa-râat-nɔ́ɔy
ธงกำกับเส้น	thong-kam-kàp-sên
ธงจระเข้	thong-cɔɔ-rá-khêe
ธงชัย	thong-chay
ธงชาย	thong-chaay
ธงชาติ	thong-châat
ธงฉาน	thong-chǎan
ท่องจำ	thɔ̂ng-cam
ท่องบ่น	thɔ̂ng-bòn
ธงเยาวราชใหญ่	thong-aw-wa-râat-yày
ธงเยาวราชน้อย	thong-aw-wa-râat-nɔ́ɔy
ท่อง	thɔ̂ng
ถ่อง	thɔ̀ng
โถง	thǒong
ธง	thong
ทนฝืน	thon-fʉ̌ʉn
ทนไฟ	thon-fay
ธนบุรี	thon-bù-rii
ท่อน	thɔ̂n
ท้น	thón
ทน	thon
ทนต์	thon
ถ่อมตัว	thɔ̀m-tua
ถ่อมตน	thɔ̀m-ton
ถมถืด	thǒm-thʉ̀ʉt
ถมทอง	thǒm-thɔɔng
ท่อมๆ	thɔ̂m-thɔ̂m
ถมเถ	thǒm-thěe
ถมปรักมาศ	thǒm-pràk-mâat
ถมปัด	thǒm-pàt
ถมเงิน	thǒm-ngən
ถ่มน้ำลาย	thòm-náam-laay
ทอมบอย	thɔm-bɔɔy
ถ่อม	thɔ̀m
โถม	thǒom
ถม	thǒm
ถ่ม	thòm
ถกเถียง	thòk-thǐang
ถกผ้า	thòk-phâa
ถกปัญหา	thòk-pan-hǎa
ถกเขมร	thòk-kha-měen
โถเครื่องแป้ง	thǒo-khrʉ̂ang-pɛ̂ɛng
ถก	thòk
เถาะ	thɔ̀
โถ	thǒo
ทึนทึก	thʉn-thʉ́k
ถึงอย่างไรก็ตาม	thʉ̌ng-yàang-ray-kɔ̂ɔ-taam
ถึงอย่างไร	thʉ̌ng-yàang-ray
ถึงที่ตาย	thʉ̌ng-thîi-taay
ถึงที่สุด	thʉ̌ng-thîi-sùt
ถึงที่	thʉ̌ng-thîi
ถึงตาย	thʉ̌ng-taay
ถึงตา	thʉ̌ng-taa
ถึงพริกถึงขิง	thʉ̌ng-phrík-thʉ̌ng-khǐng
ถึงผ้า	thʉ̌ng-phâa
ถึงเป็นถึงตาย	thʉ̌ng-pen-thʉ̌ng-taay
ถึงอกถึงใจ	thʉ̌ng-òk-thʉ̌ng-cay
ถึงเงิน	thʉ̌ng-ngən
ถึงไหนถึงกัน	thʉ̌ng-nǎy-thʉ̌ng-kan
ถึงแม้ว่า	thʉ̌ng-mɛ́ɛ-wâa
ถึงแม้น	thʉ̌ng-mɛ́ɛn
ถึงแม้	thʉ̌ng-mɛ́ɛ
ถึงลูกถึงคน	thʉ̌ng-lûuk-thʉ̌ng-khon
ถึงกระนั้นก็ตาม	thʉ̌ng-krà-nán-kɔ̂ɔ-taam
ถึงกระนั้น	thʉ̌ng-krà-nán
ถึงกึ๋น	thʉ̌ng-kʉ̌n
ถึงคราว	thʉ̌ng-khraaw
ถึงขนาด	thʉ̌ng-kha-nàat
ถึงขั้น	thʉ̌ng-khân
ถึงฆาต	thʉ̌ng-khâat
ถึงแก่น	thʉ̌ng-kɛ̀n
ถึงแก่พิราลัย	thʉ̌ng-kɛ̀ɛ-phí-raa-lay
ถึงเกณฑ์	thʉ̌ng-keen
ถึงแก่มรณภาพ	thʉ̌ng-kɛ̀ɛ-mɔɔ-ra-na-phâap
ถึงแก่กรรม	thʉ̌ng-kɛ̀ɛ-kam
ถึงแก่ชีวิต	thʉ̌ng-kɛ̀ɛ-chii-wít
ถึงแก่อสัญกรรม	thʉ̌ng-kɛ̀ɛ-a-sǎn-ya-kam
ถึงแก่อนิจกรรม	thʉ̌ng-kɛ̀ɛ-a-nít-ca-kam
ถึงกับ	thʉ̌ng-kàp
ถึงกัน	thʉ̌ng-kan
ถึงกำหนด	thʉ̌ng-kam-nòt
ถือเงิน	thʉ̌ʉ-ngən
ถึงชีวิตันตราย	thʉ̌ng-chii-wí-tan-ta-raay
ถึงชีพิตักษัย	thʉ̌ng-chii-phí-tàk-sǎy
ถึงจะอย่างไร	thʉ̌ng-cà-yàang-ray
ถึงใจ	thʉ̌ng-cay
ถึงบางอ้อ	thʉ̌ng-baang-ɔ̂ɔ
ถึงอสัญกรรม	thʉ̌ng-a-sǎn-ya-kam
ถึงอนิจกรรม	thʉ̌ng-a-nít-ca-kam
ทึ้ง	thʉ́ng
ทึ่ง	thʉ̂ng
ถึง	thʉ̌ng
ถือเนื้อถือตัว	thʉ̌ʉ-nʉ́a-thʉ̌ʉ-tua
ถือน้ำพระพิพัฒน์สัตยา	thʉ̌ʉ-náam-phrá-phí-phát-sàt-tà-yaa
ถือน้ำ	thʉ̌ʉ-náam
ทึมๆ	thʉm-thʉm
ทึ่ม	thʉ̂m
ทึม	thʉm
ทึกทัก	thʉ́k-thák
ถือโกรธ	thʉ̌ʉ-kròot
ถือครอง	thʉ̌ʉ-khrɔɔng
ถือเคร่ง	thʉ̌ʉ-khrêng
ถือเขาถือเรา	thʉ̌ʉ-khǎw-thʉ̌ʉ-raw
ถือกำเนิด	thʉ̌ʉ-kam-nə̀ət
ถือกรรมสิทธิ์	thʉ̌ʉ-kam-ma-sìt
ทึก	thʉ́k
ถึก	thʉ̀k
ทิวแถว	thiw-thɛ̌ɛw
ทิวทัศน์	thiw-thát
ทิวไม้	thiw-máay
ทิวเขา	thiw-khǎw
ทิวากร	thí-waa-kɔɔn
ทิวากาล	thí-waa-kaan
ทิวา	thí-waa
ทิว	thiw
ทิศอุดร	thít-ù-dɔɔn
ทิฐิ	thít-thì
ทิศทาง	thít-thaang
ทิศตะวันตกเฉียงใต้	thít-tà-wan-tòk-chǐang-tâay
ทิศตะวันตกเฉียงเหนือ	thít-tà-wan-tòk-chǐang-nʉ̌a
ทิศตะวันตก	thít-tà-wan-tòk
ทิศตะวันออกเฉียงใต้	thít-tà-wan-ɔ̀ɔk-chǐang-tâay
ทิศตะวันออกเฉียงเหนือ	thít-tà-wan-ɔ̀ɔk-chǐang-nʉ̌a
ทิศตะวันออก	thít-tà-wan-ɔ̀ɔk
ทิศใต้	thít-tâay
ทิศพายัพ	thít-phaa-yáp
ทิศเหนือ	thít-nʉ̌a
ทิศอีสาน	thít-ii-sǎan
ฐิติ	thì-tì
ทิศหรดี	thít-hɔ̌ɔ-ra-dii
ทิชชู	thít-chûu
ทิศอาคเนย์	thít-aa-kha-nee
ทิศ	thít
ทิด	thít
ทิศาปาโมกข์	thí-sǎa-paa-môok
ทิศานุทิศ	thí-sǎa-nú-thít
ทิพยญาณ	thíp-pha-ya-yaan
ทิพยรส	thíp-pha-ya-rót
ทิพยพยาน	thíp-pha-ya-pha-yaan
ทิพยเนตร	thíp-pha-ya-nêet
ทิพยมานุษ	thíp-pha-ya-maa-nút
ทิพยจักษุญาณ	thíp-pha-ya-càk-sù-yaan
ทิพยจักษุ	thíp-pha-ya-càk-sù
ทิพยอำนาจ	thíp-pha-ya-am-nâat
ทิพโสต	thíp-pha-sòot
ทิพากร	thí-phaa-kɔɔn
ทิพ	thíp
ทิป	thíp
ทิพย์	thíp
ถิ่นทุรกันดาร	thìn-thú-ra-kan-daan
ถิ่นที่เกิด	thìn-thîi-kə̀ət
ถิ่นฐานบ้านช่อง	thìn-thǎan-bâan-chɔ̂ng
ถิ่นฐาน	thìn-thǎan
ทินเนอร์	thin-nə̂ə
ทินกร	thin-na-kɔɔn
ถิ่นกำเนิด	thìn-kam-nə̀ət
ทิ้งย่อ	thíng-yɔ̂ɔ
ทิ้งตัว	thíng-tua
ทิ้งทวน	thíng-thuan
ทิ้งท้าย	thíng-tháay
ทิ้งทาน	thíng-thaan
ทิ้งสมอ	thíng-sa-mɔ̌ɔ
ทิ้งร่องรอย	thíng-rɔ̂ng-rɔɔy
ทิ้งไพ่	thíng-phây
ทิ้งมะพร้าวห้าว	thíng-má-phráaw-hâaw
ทิ้งกระจาด	thíng-krà-càat
ทิ้งขว้าง	thíng-khwâang
ทิ้งฟ้อง	thíng-fɔ́ɔng
ทิ้งจดหมาย	thíng-còt-mǎay
ทิ้งช่วง	thíng-chûang
ทิงเจอร์	thing-cəə
ทิ้ง	thíng
ทินศูนย์	thí-na-sǔun
ถิ่น	thìn
ทิ่มแทงใจ	thîm-thɛɛng-cay
ทิ่มแทง	thîm-thɛɛng
ทิ่มตำใจ	thîm-tam-cay
ทิ่มตำ	thîm-tam
ทิ่ม	thîm
ทิม	thim
ทิฆัมพร	thí-kham-phɔɔn
ที่อยู่อาศัย	thîi-yùu-aa-sǎy
ที่อยู่	thîi-yùu
ที่ยอมรับ	thîi-yɔɔm-ráp
ถี่ยิบ	thìi-yíp
ทีวีสี	thii-wii-sǐi
ทีวี	thii-wii
ที่แวดล้อม	thîi-wɛ̂ɛt-lɔ́ɔm
ที่หวัง	thîi-wǎng
ที่ว่างเปล่า	thîi-wâang-plàaw
ที่ว่าง	thîi-wâang
ที่ว่าการอำเภอ	thîi-wâa-kaan-am-phəə
ที่ว่าการ	thîi-wâa-kaan
ที่ว่า	thîi-wâa
ที่ตีไข่	thîi-tii-khày
ถี่ถ้วน	thìi-thûan
ที่ธรณีสงฆ์	thîi-thɔɔ-ra-nii-sǒng
ที่ๆ	thîi-thîi
ถี่ๆ	thìi-thìi
ที่เที่ยว	thîi-thîaw
ที่แท้	thîi-thɛ́ɛ
ที่ทำงาน	thîi-tham-ngaan
ที่ทำมาหากิน	thîi-tham-maa-hǎa-kin
ที่ทำกิน	thîi-tham-kin
ที่ทำการไปรษณีย์	thîi-tham-kaan-pray-sa-nii
ที่ทำการป่าไม้	thîi-tham-kaan-pàa-máay
ที่ทำการ	thîi-tham-kaan
ที่ทาง	thîi-thaang
ทีท่า	thii-thâa
ที่ตั้ง	thîi-tâng
ที่ต่ำที่สูง	thîi-tàm-thîi-sǔung
ที่ต่ำ	thîi-tàm
ที่สูบลม	thîi-sùup-lom
ที่สูง	thîi-sǔung
ที่สุด	thîi-sùt
ที่สอง	thîi-sɔ̌ɔng
ที่ซ่อน	thîi-sɔ̂n
ที่สี่	thîi-sìi
ที่สาธารณะ	thîi-sǎa-thaa-rá-ná
ที่สาม	thîi-sǎam
ที่รวม	thîi-ruam
ที่รกร้างว่างเปล่า	thîi-rók-ráang-wâang-plàaw
ทีแรก	thii-rɛ̂ɛk
ทีไร	thii-ray
ธีรราช	thii-ra-râat
ที่รับรอง	thîi-ráp-rɔɔng
ธีรภาพ	thii-ra-phâap
ที่ระลึก	thîi-rá-lʉ́k
ที่รัก	thîi-rák
ที่ราบสูง	thîi-râap-sǔung
ที่ราบลุ่ม	thîi-râap-lûm
ที่ราบ	thîi-râap
ที่ร้าง	thîi-ráang
ถีบตัว	thìip-tua
ถีบสามล้อ	thìip-sǎam-lɔ́ɔ
ที่ปรึกษาพิเศษ	thîi-prʉ̀k-sǎa-phí-sèet
ที่ปรึกษา	thîi-prʉ̀k-sǎa
ที่ประกาศ	thîi-prà-kàat
ที่ประชุม	thîi-prà-chum
ถีบกระดาน	thìip-krà-daan
ถีบหัวส่ง	thìip-hǔa-sòng
ที่พึ่งสุดท้าย	thîi-phʉ̂ng-sùt-tháay
ที่พึงประสงค์	thîi-phʉng-prà-sǒng
ที่พึ่ง	thîi-phʉ̂ng
ที่พำนักพักพิง	thîi-pham-nák-phák-phing
ที่พักริมทาง	thîi-phák-rim-thaang
ที่พักแรม	thîi-phák-rɛɛm
ที่พักผู้โดยสาร	thîi-phák-phûu-dooy-sǎan
ที่พักผ่อน	thîi-phák-phɔ̀n
ที่พักข้างทาง	thîi-phák-khâang-thaang
ที่พักฟื้น	thîi-phák-fʉ́ʉn
ที่พักอาศัย	thîi-phák-aa-sǎy
ที่พัก	thîi-phák
ที่ผ่านมา	thîi-phàan-maa
ถีบจักรยาน	thìip-càk-kra-yaan
ถีบจักร	thìip-càk
ที่ปัดน้ำฝน	thîi-pàt-náam-fǒn
ถีบ	thìip
ทีโอที	thii-oo-thii
ที่นอน	thîi-nɔɔn
ที่โน่น	thîi-nôon
ที่หนึ่ง	thîi-nʉ̀ng
ที่นี่	thîi-nîi
ทีนี้	thii-níi
ที่ไหนๆ	thîi-nǎy-nǎy
ที่ไหนได้	thîi-nǎy-dâay
ที่ไหนบ้าง	thîi-nǎy-bâang
ที่ไหน	thîi-nǎy
ที่นั่ง	thîi-nâng
ที่นั่น	thîi-nân
ทีหน้าทีหลัง	thii-nâa-thii-lǎng
ทีหน้า	thii-nâa
ที่นา	thîi-naa
ที่อื่น	thîi-ʉ̀ʉn
ทีมเวิร์ก	thiim-wə̂ək
ทีมงาน	thiim-ngaan
ที่มั่น	thîi-mân
ที่หมาย	thîi-mǎay
ที่มา	thîi-maa
ทีม	thiim
ที่ลุ่ม	thîi-lûm
ที่หลบภัย	thîi-lòp-phay
ที่โล่งแจ้ง	thîi-lôong-cɛ̂ɛng
ที่โล่ง	thîi-lôong
ทีเล่นทีจริง	thii-lên-thii-cing
ที่แล้ว	thîi-lɛ́ɛw
ที่หลับที่นอน	thîi-làp-thîi-nɔɔn
ที่ลับตา	thîi-láp-taa
ที่ลับ	thîi-láp
ทีละน้อยๆ	thii-lá-nɔ́ɔy-thii-lá-nɔ́ɔy
ทีละน้อย	thii-lá-nɔ́ɔy
ทีหลัง	thii-lǎng
ทีละเล็กทีละน้อย	thii-lá-lék-thii-lá-nɔ́ɔy
ทีละเล็กละน้อย	thii-lá-lék-lá-nɔ́ɔy
ทีละขั้น	thii-lá-khân
ทีละ	thii-lá
ที่กล่าวมาข้างต้น	thîi-klàaw-maa-khâang-tôn
ที่คุมขัง	thîi-khum-khǎng
ทีใครทีมัน	thii-khray-thii-man
ที่เขี่ยบุหรี่	thîi-khìa-bù-rìi
ทีฆสระ	thii-khá-sà-rà
ทีฆนิกาย	thii-kha-ní-kaay
ทีฆชาติ	thii-kha-châat
ที่เก็บ	thîi-kèp
ที่เกิดเหตุ	thîi-kə̀ət-hèet
ที่เกิด	thîi-kə̀ət
ที่หก	thîi-hòk
ที่ฝังศพ	thîi-fǎng-sòp
ทีเอ็นที	thii-en-thii
ที่ดอน	thîi-dɔɔn
ที่ดินมือเปล่า	thîi-din-mʉʉ-plàaw
ที่ดิน	thîi-din
ทีเดียว	thii-diaw
ทีเด็ด	thii-dèt
